time,cpu_usage,ram_usage
1636555444,1.017904,760213504.0
1636555479,0.996544,780120064.0
1636555516,1.210739,799039488.0
1636555554,1.276808,816726016.0
1636555596,0.881292,837242880.0
1636555642,0.875193,858120192.0
1636555686,0.978793,881463296.0
1636555735,0.899309,902504448.0
1636555785,0.789552,925630464.0
1636555839,1.172361,949350400.0
1636555895,1.135866,972263424.0
1636555954,1.028181,997380096.0
1636556014,0.969411,1021845504.0
1636556079,1.052405,1048883200.0
1636556145,1.147444,1075277824.0
1636556214,1.040265,1102979072.0
1636556285,1.007388,1130758144.0
1636556484,0.00402,1206652928.0
1636556494,0.058732,1271042048.0
1636556505,0.060246,1314910208.0
1636556515,0.060246,1348313088.0
1636556526,0.119225,1437007872.0
1636556537,0.00826,1487216640.0
1636556548,0.24134,1537056768.0
1636556560,0.249071,1546403840.0
1636556571,0.371978,1551818752.0
1636556583,0.375588,1557741568.0
1636556594,0.375588,435908608.0
1636556606,0.411564,442175488.0
1636556618,0.553053,447807488.0
1636556634,0.565214,452956160.0
1636556646,0.525587,461721600.0
1636556659,0.525587,469921792.0
1636556677,0.609582,480014336.0
1636556690,0.559604,547336192.0
1636556703,0.640239,558026752.0
1636556720,0.67778,565583872.0
1636556742,0.551738,577294336.0
1636556955,0.035575,651325440.0
1636556965,0.068594,719437824.0
1636556976,0.068594,744603648.0
1636556987,0.017263,796844032.0
1636556998,0.070179,885506048.0
1636557009,0.070179,935604224.0
1636557021,0.305094,985243648.0
1636557032,0.36166,996851712.0
1636557044,0.245186,999796736.0
1636557056,0.279892,999796736.0
1636557068,0.279892,434053120.0
1636557080,0.427087,439644160.0
1636557093,0.541163,445079552.0
1636557110,0.664157,451211264.0
1636557122,0.647166,459395072.0
1636557136,0.367859,466255872.0
1636557151,0.451518,477401088.0
1636557173,0.609622,533413888.0
1636557194,0.517588,545959936.0
1636557215,0.507738,552615936.0
1636557237,0.558235,565563392.0
1636557259,0.765949,575434752.0
1636557280,0.635734,587612160.0
1636557303,0.812759,598724608.0
1636557327,0.84949,612528128.0
1636557352,0.85827,624070656.0
1636557376,0.78877,638529536.0
1636557400,0.825363,651284480.0
1636557427,0.943709,667222016.0
1636557480,0.791664,682872832.0
1636557517,0.987908,699748352.0
1636557582,0.900813,720355328.0
1636557649,0.934801,740380672.0
1636557718,0.86172,760594432.0
1636557791,0.850983,784117760.0
1636557871,0.957321,806367232.0
1636557956,0.892458,827858944.0
1636558047,0.862628,852090880.0
1636558140,0.978176,877436928.0
1636558239,0.864823,903852032.0
1636558339,0.865434,931483648.0
1636558444,0.925441,959242240.0
1636558622,0.996645,1011965952.0
1636558817,0.899874,1067683840.0
1636559416,0.039573,1229537280.0
1636559426,0.089099,1293795328.0
1636559437,0.008015,1337946112.0
1636559447,0.008015,1371303936.0
1636559459,0.014787,1459998720.0
1636559470,0.097368,1510084608.0
1636559481,0.30259,1556021248.0
1636559493,0.30259,1559351296.0
1636559692,0.011828,482279424.0
1636559703,0.011828,546713600.0
1636559713,0.014823,590589952.0
1636559724,0.014823,624025600.0
1636559735,0.06962,712847360.0
1636559746,0.113841,762994688.0
1636559757,0.280052,813809664.0
1636559768,0.243098,822996992.0
1636559780,0.243098,822996992.0
1636559980,0.043972,489144320.0
1636559991,0.049622,557121536.0
1636560001,0.052478,601022464.0
1636560012,0.0,634462208.0
1636560023,0.043276,723095552.0
1636560034,0.043276,773312512.0
1636560045,0.25367,822394880.0
1636560057,0.27619,830910464.0
1636560255,0.065981,486690816.0
1636560265,0.071028,554594304.0
1636560276,0.071028,598528000.0
1636560287,0.008673,631713792.0
1636560298,0.011597,720396288.0
1636560310,0.011597,770441216.0
1636560322,0.298907,820129792.0
1636560334,0.294144,830296064.0
1636560346,0.300571,834723840.0
1636560358,0.364677,834936832.0
1636560370,0.364677,434954240.0
1636560385,0.276787,440315904.0
1636560398,0.508518,447586304.0
1636560411,0.399862,453079040.0
1636560429,0.479414,460136448.0
1636560442,0.627696,468762624.0
1636560456,0.411616,477798400.0
1636560472,0.675943,535031808.0
1636560493,0.565968,547258368.0
1636560516,0.569484,555458560.0
1636560535,0.516528,565653504.0
1636560557,0.628049,576249856.0
1636560581,0.706661,588324864.0
1636560601,0.883552,598671360.0
1636560819,0.006386,678531072.0
1636560830,0.041714,743182336.0
1636560840,0.041714,787193856.0
1636560851,0.039366,820486144.0
1636560862,0.047289,909033472.0
1636560874,0.047289,959217664.0
1636560885,0.249708,1003356160.0
1636560897,0.334128,1020264448.0
1636560909,0.29257,1023762432.0
1636560921,0.361351,1023762432.0
1636560933,0.361351,437243904.0
1636560946,0.437509,442617856.0
1636560960,0.262928,447709184.0
1636560974,0.5891,454823936.0
1636560987,0.62854,461819904.0
1636561001,0.390707,469401600.0
1636561015,0.491576,478781440.0
1636561037,0.54586,547241984.0
1636561057,0.648868,557228032.0
1636561079,0.531079,564961280.0
1636561101,0.599306,576032768.0
1636561122,0.618382,586674176.0
1636561146,0.703716,598298624.0
1636561166,0.931869,608464896.0
1636561189,0.928423,622034944.0
1636561216,0.925929,633081856.0
1636561256,0.853769,648192000.0
1636561287,0.926098,664129536.0
1636561315,0.940288,679608320.0
1636561369,0.86347,696528896.0
1636561403,0.850634,711221248.0
1636561464,0.927113,732123136.0
1636561533,0.858864,752058368.0
1636561601,0.840073,773279744.0
1636561640,0.841528,792817664.0
1636561720,0.86891,815210496.0
1636561803,0.888672,837230592.0
1636561893,0.981265,861708288.0
1636561983,0.90151,886616064.0
1636562085,0.983066,914997248.0
1636562182,0.881272,940740608.0
1636562289,0.788442,968445952.0
1636562466,0.93217,1020444672.0
1636562656,0.945377,1073631232.0
1636562863,0.927493,1073721344.0
1636563264,0.003953,1149042688.0
1636563274,0.003953,1213681664.0
1636563285,0.01453,1257672704.0
1636563295,0.01453,1291096064.0
1636563306,0.164139,1379549184.0
1636563317,0.164139,1429561344.0
1636563329,0.238168,1475911680.0
1636563340,0.245971,1488945152.0
1636563351,0.37021,1493614592.0
1636563363,0.37021,1494233088.0
1636563565,0.027649,496803840.0
1636563575,0.118995,561512448.0
1636563586,0.043405,605532160.0
1636563597,0.008906,638803968.0
1636563607,0.007823,727482368.0
1636563618,0.013434,777662464.0
1636563630,0.277229,824131584.0
1636563642,0.337317,838049792.0
1636563653,0.325891,838049792.0
1636563665,0.359879,426217472.0
1636563676,0.374364,432394240.0
1636563876,0.041357,507211776.0
1636563887,0.001626,573034496.0
1636563897,0.008481,616984576.0
1636563908,0.008481,650219520.0
1636563919,0.049625,738930688.0
1636563931,0.166082,788983808.0
1636563944,0.241702,837009408.0
1636563955,0.242742,847360000.0
1636563967,0.372802,852750336.0
1636563979,0.352276,426106880.0
1636563992,0.36284,436383744.0
1636564006,0.374484,441741312.0
1636564019,0.481284,448282624.0
1636564031,0.481284,454901760.0
1636564049,0.496162,461504512.0
1636564062,0.614116,470728704.0
1636564076,0.390968,479850496.0
1636564092,0.493209,487968768.0
1636564118,0.507664,558010368.0
1636564134,0.604156,565821440.0
1636564156,0.49655,577159168.0
1636564181,0.805607,586170368.0
1636564199,0.663967,598216704.0
1636564221,0.735329,608190464.0
1636564248,0.914654,621150208.0
1636564271,0.827023,633266176.0
1636564295,0.953183,647630848.0
1636564320,0.844764,660992000.0
1636564347,0.962522,677183488.0
1636564377,0.82432,691142656.0
1636564406,0.823983,705703936.0
1636564442,0.821728,724152320.0
1636564510,0.897177,744308736.0
1636564578,0.879473,765448192.0
1636564649,0.855333,786051072.0
1636564700,0.897056,807391232.0
1636564782,0.836102,830197760.0
1636564873,0.954615,853610496.0
1636564963,0.827338,878084096.0
1636565062,0.983279,904228864.0
1636565160,0.926561,932524032.0
1636565268,0.909604,960258048.0
1636565442,0.913095,1012097024.0
1636565634,0.911979,1068834816.0
1636565837,0.922617,1128001536.0
1636566235,0.00647,1241772032.0
1636566245,0.050102,1300037632.0
1636566256,0.049802,1344004096.0
1636566267,0.049802,1377325056.0
1636566278,0.010459,1466388480.0
1636566289,0.010459,1516294144.0
1636566301,0.316564,1575002112.0
1636566313,0.316564,1585242112.0
1636566326,0.306184,1589055488.0
1636566338,0.321903,1600532480.0
1636566350,0.321903,435466240.0
1636566365,0.612356,441356288.0
1636566378,0.635066,449302528.0
1636566391,0.414554,455794688.0
1636566407,0.546771,463847424.0
1636566420,0.489814,471711744.0
1636566434,0.609561,480305152.0
1636566454,0.360325,534528000.0
1636566471,0.631334,544223232.0
1636566495,0.547635,551612416.0
1636566709,0.004424,629506048.0
1636566720,0.027195,694153216.0
1636566730,0.027195,738193408.0
1636566741,0.092865,771649536.0
1636566752,0.012542,860336128.0
1636566763,0.012542,910520320.0
1636566774,0.248331,959836160.0
1636566785,0.250539,970850304.0
1636566797,0.429121,975233024.0
1636566809,0.334494,975675392.0
1636566820,0.334494,436400128.0
1636566832,0.493949,442585088.0
1636566844,0.36913,448217088.0
1636566860,0.52015,453341184.0
1636566873,0.351864,454111232.0
1636567077,0.00687,529960960.0
1636567087,0.008495,594694144.0
1636567098,0.008495,638889984.0
1636567108,0.008292,671956992.0
1636567119,0.104846,760672256.0
1636567130,0.104846,810840064.0
1636567141,0.310507,852504576.0
1636567153,0.388136,870330368.0
1636567165,0.309635,870330368.0
1636567365,0.107201,488833024.0
1636567376,0.107201,556736512.0
1636567386,0.079019,600780800.0
1636567397,0.079019,634318848.0
1636567408,0.012993,722644992.0
1636567420,0.012993,772624384.0
1636567431,0.330424,824725504.0
1636567443,0.283443,833122304.0
1636567455,0.304907,833122304.0
1636567468,0.568877,428220416.0
1636567674,0.033282,504061952.0
1636567684,0.053794,568647680.0
1636567695,0.053794,612618240.0
1636567706,0.107067,646119424.0
1636567717,0.007745,734806016.0
1636567728,0.007745,784945152.0
1636567740,0.245743,831361024.0
1636567752,0.273111,839225344.0
1636567952,0.012389,487014400.0
1636567962,0.012389,551448576.0
1636567973,0.01617,595390464.0
1636567984,0.01617,628850688.0
1636567994,0.088886,717516800.0
1636568005,0.088886,767787008.0
1636568017,0.241708,821620736.0
1636568029,0.241708,821620736.0
1636568232,0.007974,486420480.0
1636568242,0.006889,551063552.0
1636568253,0.0,595062784.0
1636568263,0.0,628379648.0
1636568274,0.044851,717037568.0
1636568285,0.044851,767332352.0
1636568297,0.316434,816291840.0
1636568309,0.274435,826249216.0
1636568320,0.282413,826249216.0
1636568332,0.42056,428236800.0
1636568343,0.368487,432709632.0
1636568355,0.378855,438845440.0
1636568367,0.439226,444317696.0
1636568381,0.378895,450166784.0
1636568394,0.484993,458354688.0
1636568406,0.484993,465149952.0
1636568424,0.698329,476057600.0
1636568437,0.818701,547971072.0
1636568450,0.456495,558342144.0
1636568468,0.605181,561319936.0
1636568675,0.092828,633790464.0
1636568686,0.109126,701857792.0
1636568697,0.109126,745844736.0
1636568708,0.007326,779161600.0
1636568719,0.044244,867852288.0
1636568731,0.126771,918237184.0
1636568744,0.239896,968286208.0
1636568755,0.305731,978169856.0
1636568767,0.351842,978169856.0
1636568778,0.363518,432418816.0
1636568791,0.363518,436097024.0
1636568805,0.499756,441167872.0
1636569012,0.007178,518201344.0
1636569022,0.007178,582967296.0
1636569033,0.008485,627089408.0
1636569044,0.008485,659869696.0
1636569055,0.048023,748646400.0
1636569066,0.137417,798830592.0
1636569077,0.238169,850190336.0
1636569090,0.239894,857796608.0
1636569101,0.318534,862240768.0
1636569114,0.395941,862953472.0
1636569126,0.395941,432386048.0
1636569141,0.583147,438181888.0
1636569155,0.441044,445157376.0
1636569167,0.442508,453210112.0
1636569183,0.52476,459718656.0
1636569196,0.614101,469721088.0
1636569210,0.585575,478199808.0
1636569228,0.321434,535011328.0
1636569249,0.612289,545898496.0
1636569270,0.518646,552427520.0
1636569292,0.734877,565587968.0
1636569313,0.709739,574779392.0
1636569334,0.748323,586764288.0
1636569356,0.717411,597987328.0
1636569381,0.630091,611962880.0
1636569406,0.791062,624001024.0
1636569430,0.827581,637919232.0
1636569454,0.772885,651190272.0
1636569484,0.924882,666820608.0
1636569536,0.793205,685531136.0
1636569571,0.947928,699117568.0
1636569637,0.972376,720453632.0
1636569705,0.8971,740073472.0
1636569773,0.927757,761401344.0
1636569844,0.908446,782118912.0
1636569922,0.972671,805916672.0
1636570008,0.935962,828874752.0
1636570093,0.831799,852336640.0
1636570184,0.860698,877191168.0
1636570282,0.844269,903548928.0
1636570384,0.908697,931102720.0
1636570492,0.99946,959422464.0
1636570662,0.961903,1010855936.0
1636570867,0.934708,1065283584.0
1636571480,0.044052,1146097664.0
1636571490,0.05674,1210785792.0
1636571501,0.075978,1245405184.0
1636571511,0.024766,1310089216.0
1636571522,0.024766,1351704576.0
1636571533,0.065397,1457692672.0
1636571544,0.24706,1480134656.0
1636571555,0.414492,1489317888.0
1636571567,0.414492,1493037056.0
1636571580,0.255632,1493348352.0
1636571591,0.398365,437227520.0
1636571603,0.38205,441638912.0
1636571615,0.467956,450215936.0
1636571628,0.467956,456429568.0
1636571643,0.497879,463486976.0
1636571656,0.576463,471937024.0
1636571669,0.558085,481341440.0
1636571689,0.259731,536158208.0
1636571708,0.525857,545992704.0
1636571729,0.526176,555405312.0
1636571751,0.725835,566231040.0
1636571771,0.547485,574238720.0
1636571793,0.639329,588320768.0
1636571817,0.875205,599396352.0
1636571836,0.784327,613437440.0
1636571860,0.900806,624791552.0
1636571882,0.87184,639483904.0
1636571904,0.954187,652083200.0
1636571929,1.121941,667947008.0
1636571954,1.035211,682467328.0
1636571982,1.204016,697888768.0
1636572011,1.058578,715808768.0
1636572041,0.728813,732377088.0
1636572076,0.803955,749031424.0
1636572109,0.959711,768954368.0
1636572147,1.003763,787984384.0
1636572187,1.196672,805707776.0
1636572227,1.065281,825786368.0
1636572271,0.781315,846360576.0
1636572317,0.866414,870146048.0
1636572365,1.27331,891002880.0
1636572415,1.158882,913985536.0
1636572468,0.991192,937947136.0
1636572524,1.033386,960897024.0
1636572582,1.163673,986009600.0
1636572642,1.200591,1011970048.0
1636572706,0.874854,1037889536.0
1636572772,1.198607,1063714816.0
1636572840,1.372836,1091883008.0
1636572912,1.020677,1120280576.0
1636573114,0.058649,1196285952.0
1636573124,0.058649,1261019136.0
1636573135,0.091356,1304862720.0
1636573145,0.091356,1304862720.0
1636573157,0.100753,1411649536.0
1636573168,0.0,1461518336.0
1636573179,0.23853,1522892800.0
1636573191,0.288655,1535238144.0
1636573202,0.382497,1539915776.0
1636573214,0.374472,1540427776.0
1636573226,0.374472,434757632.0
1636573240,0.502579,442122240.0
1636573253,0.480347,449019904.0
1636573265,0.439799,454823936.0
1636573277,0.609626,462602240.0
1636573289,0.308884,470151168.0
1636573305,0.657626,480165888.0
1636573318,0.648872,488034304.0
1636573331,0.648872,558641152.0
1636573348,0.598042,568020992.0
1636573370,0.512297,578297856.0
1636573392,0.650453,588558336.0
1636573413,0.669966,600571904.0
1636573436,0.675271,610574336.0
1636573457,0.636243,624758784.0
1636573479,0.760367,635109376.0
1636573501,0.804245,650489856.0
1636573524,1.060298,664035328.0
1636573547,0.869773,679817216.0
1636573573,1.03326,694276096.0
1636573601,1.30697,709386240.0
1636573630,1.104673,726847488.0
1636573662,1.011673,744296448.0
1636573695,0.767701,761106432.0
1636573731,1.026645,781107200.0
1636573768,1.190109,799268864.0
1636573807,1.321365,817598464.0
1636573848,1.053761,837668864.0
1636573892,0.909909,858607616.0
1636573939,1.141861,882237440.0
1636573986,1.095994,902873088.0
1636574038,1.126483,925986816.0
1636574091,0.836007,948846592.0
1636574147,0.77173,973074432.0
1636574206,1.054271,997613568.0
1636574266,0.873297,1023832064.0
1636574331,1.218199,1050562560.0
1636574397,0.925204,1073111040.0
1636574467,1.074093,1073557504.0
1636574538,1.137825,1073664000.0
1636574743,0.0,1149714432.0
1636574753,0.079845,1214402560.0
1636574764,0.040735,1248866304.0
1636574775,0.06068,1282228224.0
1636574786,0.149528,1355182080.0
1636574798,0.052737,1457610752.0
1636574810,0.240786,1475973120.0
1636574821,0.290587,1485172736.0
1636575025,0.031297,487395328.0
1636575035,0.033448,552054784.0
1636575046,0.033448,596312064.0
1636575057,0.031158,629436416.0
1636575068,0.009398,718147584.0
1636575079,0.007561,767930368.0
1636575091,0.246385,810692608.0
1636575102,0.335602,828502016.0
1636575114,0.335602,828502016.0
1636575126,0.356832,425668608.0
1636575138,0.352225,437321728.0
1636575151,0.384632,442642432.0
1636575164,0.530022,449433600.0
1636575177,0.414179,456556544.0
1636575190,0.486594,463093760.0
1636575396,0.036844,540061696.0
1636575406,0.07178,604790784.0
1636575417,0.07178,648720384.0
1636575428,0.008376,681906176.0
1636575439,0.028206,770695168.0
1636575450,0.028206,820932608.0
1636575461,0.0,820932608.0
1636575473,0.277315,880295936.0
1636575485,0.26628,884527104.0
1636575496,0.37118,884527104.0
1636575508,0.386544,437301248.0
1636575520,0.392292,442638336.0
1636575532,0.392292,448315392.0
1636575546,0.269418,453734400.0
1636575558,0.481993,463441920.0
1636575570,0.481993,470515712.0
1636575589,0.486259,481099776.0
1636575602,0.728278,548380672.0
1636575615,0.509976,558010368.0
1636575632,0.628039,566534144.0
1636575654,0.608047,577150976.0
1636575676,0.638113,587214848.0
1636575697,0.683868,599420928.0
1636575719,0.719627,609656832.0
1636575740,0.700688,623206400.0
1636575762,0.663742,634216448.0
1636575786,0.861499,648908800.0
1636575807,0.772793,662704128.0
1636575831,0.789099,677675008.0
1636575856,1.003366,692981760.0
1636575884,1.281547,707346432.0
1636575914,0.853603,725352448.0
1636575945,0.702858,742608896.0
1636575978,0.912388,758870016.0
1636576014,0.97987,779702272.0
1636576051,1.374551,796823552.0
1636576090,0.842309,816168960.0
1636576131,0.751935,836087808.0
1636576175,1.348587,857305088.0
1636576221,1.100457,881602560.0
1636576269,1.02054,902680576.0
1636576320,0.915056,925372416.0
1636576373,1.059419,949014528.0
1636576429,1.151861,971984896.0
1636576489,1.110889,997433344.0
1636576549,1.0585,1022214144.0
1636576614,1.107158,1049219072.0
1636576680,1.073399,1075339264.0
1636576749,1.012953,1103908864.0
1636576821,0.90372,1131454464.0
1636577037,0.036262,1204699136.0
1636577047,0.036262,1279041536.0
1636577058,0.036844,1304125440.0
1636577069,0.04426,1368850432.0
1636577080,0.065597,1410588672.0
1636577091,0.195325,1516802048.0
1636577102,0.261828,1542127616.0
1636577113,0.261828,1547345920.0
1636577125,0.252158,1547345920.0
1636577136,0.350342,425213952.0
1636577148,0.418921,437678080.0
1636577160,0.418921,441532416.0
1636577172,0.54865,449085440.0
1636577184,0.259309,455303168.0
1636577198,0.486149,461950976.0
1636577210,0.240156,461950976.0
1636577414,0.003469,537731072.0
1636577425,0.003469,602370048.0
1636577435,0.016437,646389760.0
1636577446,0.155851,679784448.0
1636577457,0.155851,768430080.0
1636577468,0.008144,818241536.0
1636577480,0.244894,864329728.0
1636577492,0.346865,877326336.0
1636577503,0.310729,878833664.0
1636577515,0.238744,420319232.0
1636577716,0.048527,496275456.0
1636577727,0.048527,560906240.0
1636577737,0.0,604794880.0
1636577748,0.0,638193664.0
1636577760,0.043037,726913024.0
1636577771,0.095921,776982528.0
1636577782,0.270115,826814464.0
1636577794,0.270115,835489792.0
1636577806,0.41695,835489792.0
1636577818,0.467816,428679168.0
1636577830,0.361259,433131520.0
1636577846,0.535365,438321152.0
1636577860,0.646029,445423616.0
1636577873,0.431527,452210688.0
1636577889,0.435303,458772480.0
1636577901,0.570821,467521536.0
1636577915,0.36567,476590080.0
1636577933,0.404426,532869120.0
1636577953,0.561212,542801920.0
1636577975,0.509484,549531648.0
1636577996,0.60925,560824320.0
1636578017,0.658366,571895808.0
1636578039,0.765989,584028160.0
1636578255,0.101018,680423424.0
1636578266,0.101018,744939520.0
1636578276,0.011753,789065728.0
1636578287,0.09597,822525952.0
1636578298,0.027043,911216640.0
1636578309,0.027043,961167360.0
1636578320,0.276229,1006448640.0
1636578332,0.305462,1021358080.0
1636578344,0.305462,1025368064.0
1636578355,0.408301,1025368064.0
1636578367,0.408301,436850688.0
1636578379,0.327259,442667008.0
1636578391,0.327259,447983616.0
1636578405,0.255705,454012928.0
1636578417,0.565768,462860288.0
1636578624,0.004918,538849280.0
1636578634,0.004918,603590656.0
1636578645,0.048642,647487488.0
1636578655,0.048642,680927232.0
1636578666,0.138377,769892352.0
1636578677,0.009427,819888128.0
1636578689,0.243569,870682624.0
1636578700,0.250669,879636480.0
1636578711,0.283504,884547584.0
1636578723,0.338398,884547584.0
1636578734,0.338398,436105216.0
1636578746,0.483397,442515456.0
1636578758,0.483397,448450560.0
1636578775,0.574825,455417856.0
1636578982,0.006065,532320256.0
1636578993,0.007161,596963328.0
1636579003,0.007161,640708608.0
1636579014,0.080344,674074624.0
1636579026,0.122544,746954752.0
1636579037,0.131984,840249344.0
1636579048,0.238997,858431488.0
1636579060,0.296306,871317504.0
1636579071,0.358092,875843584.0
1636579083,0.310842,876707840.0
1636579096,0.326275,432291840.0
1636579110,0.281508,437239808.0
1636579123,0.510962,444747776.0
1636579135,0.416808,450199552.0
1636579152,0.522186,458162176.0
1636579166,0.238515,458162176.0
1636579372,0.004835,530694144.0
1636579383,0.054179,595439616.0
1636579393,0.054179,630054912.0
1636579405,0.050599,663494656.0
1636579416,0.168787,736509952.0
1636579427,0.071034,842358784.0
1636579439,0.242866,861626368.0
1636579451,0.381705,873492480.0
1636579463,0.381705,419606528.0
1636579476,0.28141,425062400.0
1636579488,0.530194,431038464.0
1636579501,0.36536,436129792.0
1636579514,0.638841,445157376.0
1636579527,0.432044,451604480.0
1636579540,0.416947,457465856.0
1636579554,0.624614,466243584.0
1636579568,0.459209,475844608.0
1636579584,0.755337,508637184.0
1636579606,0.524473,519585792.0
1636579627,0.53032,528769024.0
1636579647,0.804488,540459008.0
1636579669,0.665085,549818368.0
1636579691,0.646879,563101696.0
1636579712,0.910473,574111744.0
1636579737,0.858675,588517376.0
1636579762,0.845177,600117248.0
1636579785,0.762456,614408192.0
1636579810,0.879682,628297728.0
1636579840,0.929388,643997696.0
1636579894,0.817531,660393984.0
1636579952,0.894502,678338560.0
1636580014,0.855115,699547648.0
1636580082,0.944264,719306752.0
1636580150,0.93301,740257792.0
1636580222,0.820218,759373824.0
1636580269,0.911654,782462976.0
1636580352,0.851784,804139008.0
1636580441,0.980354,827318272.0
1636580529,0.920927,852881408.0
1636580583,0.97087,874655744.0
1636580681,0.90559,902287360.0
1636580786,0.880231,930033664.0
1636580962,0.962996,982409216.0
1636581152,0.974472,1039503360.0
1636729948,0.005439,77746176.0
1636729958,0.005439,142446592.0
1636729969,0.057025,186458112.0
1636729979,0.057025,219820032.0
1636729990,0.121859,308817920.0
1636730001,0.121859,359063552.0
1636730014,0.254618,407564288.0
1636730025,0.260728,418385920.0
1636730036,0.332649,419557376.0
1636730247,0.004925,492351488.0
1636730257,0.0,557195264.0
1636730268,0.0,591814656.0
1636730278,0.053265,656691200.0
1636730289,0.081958,698241024.0
1636730300,0.081958,748433408.0
1636730311,0.306171,831381504.0
1636730323,0.295171,836165632.0
1636730334,0.295171,836165632.0
1636730346,0.321365,426864640.0
1636730358,0.302413,437243904.0
1636730370,0.302413,442044416.0
1636730382,0.489358,449056768.0
1636730394,0.420106,456003584.0
1636730407,0.639154,462061568.0
1636730419,0.308838,470548480.0
1636730434,0.661438,479657984.0
1636730447,0.719216,487751680.0
1636730460,0.556198,569876480.0
1636730477,0.617123,579821568.0
1636730499,0.505214,590696448.0
1636730521,0.630222,600788992.0
1636730542,0.741443,612478976.0
1636730564,0.683492,624115712.0
1636730586,0.748488,635645952.0
1636730607,0.8431,647229440.0
1636730630,0.946567,660688896.0
1636730652,0.849378,674873344.0
1636730675,0.723851,689561600.0
1636730701,1.153578,704430080.0
1636730729,1.299474,719749120.0
1636730758,0.846444,738541568.0
1636730789,0.753793,755097600.0
1636730822,1.078329,772083712.0
1636730857,0.819984,792461312.0
1636730894,1.358302,809615360.0
1636730932,1.118343,829034496.0
1636730974,0.839191,848891904.0
1636731017,1.075654,870842368.0
1636731063,1.008432,893358080.0
1636731110,1.191096,915644416.0
1636731162,0.918992,938586112.0
1636731215,0.858284,961359872.0
1636731270,1.256305,985518080.0
1636731328,1.341431,1010294784.0
1636731389,1.20118,1034936320.0
1636731451,0.956712,1061793792.0
1636731517,1.20318,1088569344.0
1636731585,1.228785,1116397568.0
1636731657,0.944812,1144758272.0
1636731732,1.085708,1173270528.0
1636731810,1.26656,1203683328.0
1636732819,0.047424,1527037952.0
1636732829,0.096175,1591603200.0
1636732839,0.052301,1626238976.0
1636732851,0.046587,1659576320.0
1636732862,0.046587,1732579328.0
1636732873,0.069612,1835102208.0
1636732884,0.243432,1857413120.0
1636732895,0.280319,1866489856.0
1636732906,0.345451,1870483456.0
1636732919,0.345451,1870483456.0
1636732930,0.315133,435957760.0
1636732944,0.581087,441368576.0
